,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2018-06-01,503.13626778113127,146.64342886581113,3078.50481839797,503.13626778113127,503.13626778113127,1122.7544776385364,1122.7544776385364,1122.7544776385364,179.01057401147585,179.01057401147585,179.01057401147585,943.7439036270606,943.7439036270606,943.7439036270606,0.0,0.0,0.0,1625.8907454196676
1,2018-06-02,503.70184570041937,-425.94134146500176,2576.5055591674977,503.70184570041937,503.70184570041937,573.5387347081603,573.5387347081603,573.5387347081603,-289.74026083379505,-289.74026083379505,-289.74026083379505,863.2789955419553,863.2789955419553,863.2789955419553,0.0,0.0,0.0,1077.2405804085797
2,2018-06-03,504.2674236197076,-441.0537792392831,2440.1164207548786,504.2674236197076,504.2674236197076,475.6765598324947,475.6765598324947,475.6765598324947,-299.2938925548383,-299.2938925548383,-299.2938925548383,774.970452387333,774.970452387333,774.970452387333,0.0,0.0,0.0,979.9439834522022
3,2018-06-04,504.8330015389957,-269.3622765855411,2685.1528358402043,504.8330015389957,504.8330015389957,634.2408391631126,634.2408391631126,634.2408391631126,-46.534051286203166,-46.534051286203166,-46.534051286203166,680.7748904493156,680.7748904493156,680.7748904493156,0.0,0.0,0.0,1139.0738407021083
4,2018-06-05,505.3985794582839,-207.78901211263553,2605.361557334577,505.3985794582839,505.3985794582839,652.8369986372343,652.8369986372343,652.8369986372343,70.08138268570744,70.08138268570744,70.08138268570744,582.7556159515268,582.7556159515268,582.7556159515268,0.0,0.0,0.0,1158.2355780955181
5,2018-06-06,505.964157377572,-429.9064304743554,2571.227275440904,505.964157377572,505.964157377572,615.568054504524,615.568054504524,615.568054504524,132.53806011947287,132.53806011947287,132.53806011947287,483.02999438505105,483.02999438505105,483.02999438505105,0.0,0.0,0.0,1121.532211882096
6,2018-06-07,506.5297352968602,-416.5189141933214,2549.3813822104503,506.5297352968602,506.5297352968602,637.6540621057981,637.6540621057981,637.6540621057981,253.9381878584364,253.9381878584364,253.9381878584364,383.7158742473617,383.7158742473617,383.7158742473617,0.0,0.0,0.0,1144.1837974026582
7,2018-06-08,507.0953132161483,-414.4483128948253,2456.664784155108,507.0953132161483,507.0953132161483,465.8890852057575,465.8890852057575,465.8890852057575,179.01057401191994,179.01057401191994,179.01057401191994,286.8785111938376,286.8785111938376,286.8785111938376,0.0,0.0,0.0,972.9843984219058
8,2018-06-09,507.6608911354365,-922.0314644074841,1843.4498712648187,507.6608911354365,507.6608911354365,-95.26084622178406,-95.26084622178406,-95.26084622178406,-289.74026083401856,-289.74026083401856,-289.74026083401856,194.47941461223448,194.47941461223448,194.47941461223448,0.0,0.0,0.0,412.40004491365244
9,2018-06-10,508.2264690547247,-1212.7203276457606,1695.2988220761063,508.2264690547247,508.2264690547247,-190.9654174031688,-190.9654174031688,-190.9654174031688,-299.29389255487376,-299.29389255487376,-299.29389255487376,108.32847515170494,108.32847515170494,108.32847515170494,0.0,0.0,0.0,317.26105165155593
10,2018-06-11,508.7920469740128,-899.9941332838505,1910.0539977705268,508.7920469740128,508.7920469740128,-16.4934205469394,-16.4934205469394,-16.4934205469394,-46.53405128617564,-46.53405128617564,-46.53405128617564,30.04063073923624,30.04063073923624,30.04063073923624,0.0,0.0,0.0,492.29862642707343
11,2018-06-12,509.357624893301,-1000.6413685596068,1907.644636383016,509.357624893301,509.357624893301,31.079575905788154,31.079575905788154,31.079575905788154,70.08138268545028,70.08138268545028,70.08138268545028,-39.00180677966213,-39.00180677966213,-39.00180677966213,0.0,0.0,0.0,540.4372007990892
12,2018-06-13,509.9232028125891,-949.0772505789788,2002.1933783030333,509.9232028125891,509.9232028125891,34.857852098629394,34.857852098629394,34.857852098629394,132.53806011916217,132.53806011916217,132.53806011916217,-97.68020802053276,-97.68020802053276,-97.68020802053276,0.0,0.0,0.0,544.7810549112185
13,2018-06-14,510.48878073187734,-807.7887944242005,2183.522427607453,510.48878073187734,510.48878073187734,108.77488750143235,108.77488750143235,108.77488750143235,253.93818785848097,253.93818785848097,253.93818785848097,-145.1633003570486,-145.1633003570486,-145.1633003570486,0.0,0.0,0.0,619.2636682333097
14,2018-06-15,511.05435865116544,-1000.750528845236,1944.5120247981813,511.05435865116544,511.05435865116544,-1.912332162299591,-1.912332162299591,-1.912332162299591,179.01057401166145,179.01057401166145,179.01057401166145,-180.92290617396102,-180.92290617396102,-180.92290617396102,0.0,0.0,0.0,509.14202648886584
15,2018-06-16,511.61993657045366,-1429.2774965365322,1454.4054793612474,511.61993657045366,511.61993657045366,-494.48167683819554,-494.48167683819554,-494.48167683819554,-289.74026083424206,-289.74026083424206,-289.74026083424206,-204.74141600395356,-204.74141600395356,-204.74141600395356,0.0,0.0,0.0,17.13825973225812
16,2018-06-17,512.1855144897418,-1491.6266050799259,1519.0122787664795,512.1855144897418,512.1855144897418,-516.0047922026672,-516.0047922026672,-516.0047922026672,-299.29389255460853,-299.29389255460853,-299.29389255460853,-216.7108996480587,-216.7108996480587,-216.7108996480587,0.0,0.0,0.0,-3.819277712925441
17,2018-06-18,512.7510924090299,-1252.0976643807292,1723.5510481768506,512.7510924090299,512.7510924090299,-263.758042434056,-263.758042434056,-263.758042434056,-46.53405128624942,-46.53405128624942,-46.53405128624942,-217.22399114780654,-217.22399114780654,-217.22399114780654,0.0,0.0,0.0,248.99304997497387
